AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,sequentiality
3EJJQNKU9SRET2L0VYPPRFZULC8RHX,825,LXJNMXR7,35.0,woman,white,1.0,1.0,4.0,5.0,4.787491742782046,things I inherited from my grandmother,retold,we discovered all the items she had saved for her grandchildren.,0.75,3RWE2M8QWIWI34NC4J1NC3V3NA80NK,,,,"After my grandmother passed away, we really realized what a central role she played in our family. We've spent a lot of time going through her possessions. She had a lot of amazing pictures. And, she was the last living link to the branch of my family from Belgium. We realized that she had a lot of pictures we had never seen before. I spent a lot of time looking at those pictures from family I never had the chance to meet. It really made me feel connected to my family history. She had also set aside items for each of her grandkids. We never knew she was doing this. She had collections of coins to give each of us. Some of them were really old. A couple were over 100 years old! I wonder what they are worth. But, I would never sell them. I also got a lot of her jewelry, including most of her earrings. I think  of her every time that I wear them.",1.0,My grandmother passed away this spring. She had a good life and we will miss her.  Her funeral was quite lovely,120.0,626.3759403143854
39KFRKBFIOHXIKJ9D6C9JKPSPXROYN,1174,HSSEIDR5,30.0,woman,other,1.0,1.0,5.0,5.0,2.6390573296152584,purchasing a new home,recalled,When I got the keys in my hand,0.875,39KFRKBFIOHXIKJ9D6C9JKPSPXROYN,39KFRKBFIOHXIKJ9D6C9JKPSPXROYN,,,"Just last week I bought a house. I had been looking for something local that I could purchase that would fit my budget with not a lot of money down. I decided that I would make a home purchase of a double wide in my local manufactured home community. I signed the papers and felt a rush of excitement that I was finally going to be a homeowner. The most memorable part was when they handed me the keys and said this is now your new home. I couldn't believe it was actually ours. I wanted to find something that was large enough for my family, but that there wouldn't be much upkeep. We are extremely busy people. The home is brand new from the factory and so is everything in it. So this is perfect for what we are looking for and needing, and it is all ours. Very exciting! I can't believe that we are actually home owners. While the searching wasn't the most fun part, and we are still moving, getting to have our own home is super exciting. I can't believe it is ours. I can't believe that everything worked out and we have a place of our own.",1.0,"I purchased a home in a mobile home community. It is my first home ever. It is a double wide, and brand new.",14.0,643.480203547177
39DD6S19JQXBBJGPFEBWSF4GYSCEZ0,2310,1QP18CGJ,25.0,man,white,1.0,1.0,,1.0,3.332204510175204,visiting a park.,imagined,there was a specific park to choose from.,0.375,,3GM6G9ZBKOJD1VZ3QKAXJZ88MPSTMH,1.0,Can't relate.,"Bad Lands National Park was an absolute gem. What a place this turned out to be. It was everything that I envisioned the natural beauty of this planet could be. My family went on a trip this summer. We journeyed West, as our forefathers were one to. The park wasn't the only place. There were several places on the way that we had seen, but none had made the impact like Bad Lands did. The only thing bad about it was the name. It was beautiful. It's almost overwhelming how much there was to view. But it was so special. I felt like I was connected to everything and everyone. My family seemed to enjoy it as well. Not everything is about technology. It's good to stay grounded.",1.0,"My family and I went on a trip out West this Summer. We visited many places, but the one that we all enjoyed the most was Bad Lands National Park. We plan to return on our next trip out West.",28.0,551.5866487563602
31JLPPHS2VGW2HMLOLJJTQTFP723OX,629,WCT75MHA,40.0,man,white,1.0,4.0,4.0,5.0,4.787491742782046,the affect my grandfather's death had on me,recalled,how profoundly it affected my view of life,0.75,,31JLPPHS2VGW2HMLOLJJTQTFP723OX,,,"In the beginning of April my grandfather died. He had been ill with dementia and physically deteriorating for a while but I still wasn't prepared to lose him. He was mentally declining and most of the time he would just sit in his chair and go in and out of a mental fugue state. The last time I saw him was six days before he died. He was already in hospice care and depressed. I showed him a picture of my newborn son and we talked about baseball. It was his favorite sport and he loved to watch the Detroit Tigers. He was very lucid and aware. He talked to me about how much he still missed Verlander since the trade and that he hoped the Tigers would have a good year despite losing so many players. He then told me that my baby looked like my wife. It was a very emotional day. His death really taught me to appreciate every moment of every day. I had spent so much of my time rushing through life that I never bothered to consider that it will eventually end. There will be some people who will really miss me after I am gone. I inherited money from his estate and invested the bulk of it. One of my most fond, recurring, memories from when I was a child was going to my grandparents lake cottage and spending weekends and vacations there. To honor my grandfather and provide my own children that kind of experience I purchased a cottage this summer, on a lake about an hour and a half drive away. On weekends we all go up there and relax. My daughter loves the beach and just sitting out in the shady yard. My little one is scooting around the place pretty good and likes to go sit under an umbrella and play in the sand. Every time I am there I think about my grandfather and wish so very, very much that he could be there to enjoy this with us. At times it feels like he is there. I firmly intend to instill all the values that I learned from him over the years. He was a good man, a simple man, and he was always looking for the sun after the rain.",4.0,"Upon my grandfather's death I realized that there is a lot more to life than just working my way through it. I realized how important it is to form good memories, not just for myself, but for the people who love me.",120.0,1051.3643077863019
3ZSANO2JCGT6GLU7FX1UE4SDHRIFSP,1602,49H4MJF3,40.0,man,white,1.0,1.0,3.0,5.0,4.499809670330264,promotion at work,recalled,greenhorns do the dirty work,1.0,3ZSANO2JCGT6GLU7FX1UE4SDHRIFSP,3ZSANO2JCGT6GLU7FX1UE4SDHRIFSP,,,I got a promotion three months ago. I was promoted to a mechanic position at the job I work at. I is a a highly reprieved position from were I was at before. I had  been at the other position for four years and had my eye set on the mechanic job since I had started. Many a month and many a day had passed. But I never gave up and I worked my hardest. I was so proud and felt so privileged to get the promotion. I have been at my new position for some time one. I come in and don' have to go straight to laboring. I prep my machine load my gear and supplies an d head down the track. It is easy as she goes . Pay attention learn the controls and everything is pretty much smooth sailing. Occasionally a break down will happen And I have to get my hands dirty. But that is what the greenhorns are for so no dirty hands today. So my new role is sweet. I would nor give it up for nothing. I worked for it. I got now and its mine. I have to get to the step on this latter. That is a supervisor position.,1.0,I started out a laborer and was looking for a way out. I worked for many years paying my dues. I got what I deserved and hard work does pay off.,90.0,1090.4089610656602
3R3YRB5GRGPRZ753TMA2F4ZACSCUA4,1896,UYOSBBRS,30.0,woman,white,1.0,3.0,,4.0,4.787491742782046,moving across the country and letting go of my belongings,imagined,when I realized it was good to get rid of belongings,1.0,,3IOEN3P9S85A38221LJ6OXSR50561J,4.0,"It almost happened.  My partner was offered a job across the country, but we ended up turning it down.","About four months, my partner was accepted a new job on the west coast.  I've lived in the state where I was born all my life, so I was honestly really hesitant to pick up and move.  It would mean leaving behind my family, my friends, and my home.  But change can also be good, so we decided to take the plunge, pack up, and head west!  The pacing up part ended up being much more difficult that I thought it would be.  We've owned our home for almost a decade, and I guess I didn't realize quite how much stuff we'd accumulated over those years.  Not only did we have to think about limited space in the moving truck, our new apartment is much smaller than our old house.  It was honestly kind of emotional to shift through all of my things and decide was to keep, and what to just let go of.  It really brought into perspective how materially-oriented our lives can become.  I felt so attached to so many objects.  However, letting go of things I no longer need did start to get easier.  Especially when I knew my possessions were going to others who could get real use and joy out of them.  It was kind of freeing in a way.  It really helped me to set priorities and realize what's truly essential.  Walking into our apartment, it felt kind of freeing to be clutter free.  It was like a burden was lifted in a way, and we are ready to make a fresh start.",2.0,I was in a situation where I would have to move across the country. I had to let go a lot of my belongings to make this move. The move helped me understand what was essential and nonessential.,120.0,742.4103975637042
35K3O9HUACZ562PPE2HPPNOYHS8EF7,463,7C40KBN0,25.0,man,native,1.0,1.0,4.0,5.0,3.4011973816621555,my baby niece getting born,recalled,i realized how light she felt,0.875,35K3O9HUACZ562PPE2HPPNOYHS8EF7,35K3O9HUACZ562PPE2HPPNOYHS8EF7,,,"My baby niece was born a month ago. It was an emotional moment for me and my brother, who was the father. Seeing a new family member brought into the world was very touching and exciting. She is very cute and a calm baby. That is unusual but no one is really complaining. I was the second person to hold her. She was very light and delicate. It was hard not to tear up. I can't believe he's had his first kid! Maybe soon I'll have my first kid and he'll be thinking the same about me. I don't think that'll be anytime soon. I wish I could hold onto that memory of holding her for the first time forever, especially when she's older. After getting home I could barely hold in my excitement. I will be watching her when they need a break so that will be fun. I can't wait.",1.0,I wrote about the day my niece was born. I mentioned how the experience was like and what it was like to hold a baby.,30.0,653.0869127044081
3UXUOQ9OKFJP1WT7GEHR5CLQ91L7AU,949,P4SXWXUR,30.0,man,white,2.0,2.0,2.0,3.0,4.0943445622221,Taking a vacation.,retold,I didn't just sit on my couch and rest.,0.25,3X87C8JFV7X37AKGTDCOQ3WRM0OSQ5,,,,By the middle of June I was really beginning to burn out. I'd been working 50-55 hour weeks for the last three months. It was my fault too. I kept asking for more responsibility. I like the work; there just ended up being too much of it. I saw the Fourth of July coming up and had every intention of sleeping right through it. I was going to spend four days on my couch doing absolutely nothing. My buddy wouldn't let that happen. His family has a house on the beach and he insisted that I go with him. He knew how stressed I was. It was just what I needed. I essentially did what I planned to do at home. I slept a lot. I drank beer. I ate too much. But I did it surrounded by friends and on the beach. I returned to work recharged and ready for more.,2.0,I was overworked and it was showing. I took off for the Fourth of July intending to just sit on my couch. I ended up going to the beach.,60.0,761.712809199289
3KOPY89HM9OI16VO88RELUCTI90J3M,3280,KYGR8HVW,35.0,woman,white,1.0,1.0,,2.0,4.0943445622221,when my sister moved to a state far away.,imagined,I realized how much I missed my sister.,1.0,,37Z929RLGAUGZQC8AH6JV87E7KATSY,4.0,When I was younger my brother moved across the country and it was very difficult for me.,"It has been around 2 months since my sister Jane moved out. She moved to New Jersey for college. It has been really weird here at home since then. I never realized how loud Jane was, it is unbearably quiet here now. Also, I have no one to talk to about anything. I always went to Jane's room for everything. We talked about boys, my grades, people who were mean to me, work, everything. And now I have no one to talk to, I can't really talk to my parents about these things. My parents are having a really hard time with the change, especially my mom. Mom cried for like 3 weeks after Jane left. Dad misses her too, but he doesn't really show his emotions like that. He has just been very quiet. We were able to all keep busy for the week after the move just cleaning up the mess from the move and doing chores, but now it is just dead and boring here. I am already trying to plan a trip to go see Jane. Unfortunately, New Jersey is pretty far from here so I would have to save up enough for a plane ticket. She will be home in 3 months, I can't wait. At least it gives us all something to look forward to.",1.0,My sister moved to another state far away.  I helped her move out and did some chores to help her when she was moving out.  My family and especially my mother was upset that she moved.,60.0,462.98997821406584
39GHHAVOMGD3J2ES8MWXVZ40SMQ4JA,831,ICDWSD3T,35.0,woman,white,1.0,1.0,,3.0,5.010635294096256,being taken off medication.,imagined,I got a new doctor.,1.0,,3ZPPDN2SLWIW5SYCBGHXFR2ND0T9E1,4.0,My family does have heart issues and are on medication.,"For as long as I could remember, I had always been on a blood pressure medicine. Heart disease and heart issues run in the family, sadly it runs on both sides. I have always been very proactive with taking medicines and doing what the doctor had told me. I never really understood why they never told me that losing weight would help more, but I guess since my family is all overweight that they just assumed we didn't care about our bodies. When I had to switch doctors, one of the first things she asked was if I was ever looking to get off the medication. I told her that I would love to be off the medication, but no one had ever given me that option. She explained to me that my weight being what it was was a huge reason why I had high blood pressure. She went into all the science of it and even told me that if this conversation got to be too much, she would stop and not press the issue. I told her I was fine with the topic. She went on to tell me that losing weight could get me off all the medication and would decrease a lot of the issues that I had. I felt blindsided! Not for what she was saying, but because no doctor before her ever even asked me about this! Soon after that, I started counting calories and going for afternoon walks more. I watched what I ate and watched what I did. I lost some weight and really started to feel better about myself and my whole situation! Thankfully, 5 months ago I was taken off all medication to see how I feel about it. I felt so great! I loved not being tied down to having medication!",1.0,I finally got to stop taking the medication I had been taking for 5 years. I no longer have to worry about the potential damaging side-effects.,150.0,604.4864059022877
3L2IS5HSFB4YJQZS2QF71AJABDGUNL,1026,0UI01NVK,35.0,woman,white,1.0,1.0,2.0,4.0,5.010635294096256,my sister in law's wedding ceremony,retold,the groom's father got upset with my son.,1.0,3PZDLQMM0U768ATZUGWNFGU6K572CI,,,,"My family and I were going to my sister in law's wedding. My husband sat on the one side because he was in the wedding ""unofficially"" and my daughter was one of the flower girls. During the ceremony, my son, who has autism, was being happy, making noise, being loud, but he also wanted to get down. My husband had him at the time. He happened to be sitting right behind the groom's father and step mother. My husband was trying to keep him entertained and get him to be quiet, but he's little so he didn't understand. The father and his wife kept giving side eye glances to my husband and son because they were annoyed. I tried to avoid the camera and go around to get my son because they were getting upset that they couldn't hear. I took my son to the back of the ceremony area where he couldn't annoy them anymore. He kept making noise and wanted to run around because he just didn't understand. I ended up missing a lot of the ceremony because I was busy entertaining my son and making sure he didn't run into the ceremony where they were filming. I guess I was surprised that someone could get that upset about a little boy making noise. He wasn't even crying, he was just having a good time. I was hurt that they could treat my son that way and that someone thought of him as an annoyance. I just felt bad for my child.",2.0,I attending my sister in law's wedding and my son couldn't sit still. The groom's father and stepmother were angry about it.,150.0,728.8025792279348
